Rk;Player;Pos;Age;Tm;G;GS;MP;FG;FGA;FG%;3P;3PA;3P%;2P;2PA;2P%;eFG%;FT;FTA;FT%;ORB;DRB;TRB;AST;STL;BLK;TOV;PF;PTS;Player-additional
136;Kris Dunn;PG;28;UTA;22;3;568;116;216;0,372916667;17;36;0,327777778;99;180;00.55;0,4;41;53;0,5375;9;91;100;124;25;10;35;58;290;dunnkr01
137;Kevin Durant;PF;34;PHO;47;47;1672;483;862;00.56;93;230;0,280555556;390;632;0,428472222;0,426388889;307;334;0,638194444;17;296;313;235;34;67;156;99;1366;duranke01
138;Jalen Duren;C;19;DET;67;31;1670;258;398;0,45;0;2;0;258;396;0,452777778;0,45;96;157;0,424305556;229;366;595;75;44;59;92;182;612;durenja01
139;Tari Eason;PF;21;HOU;82;5;1767;296;660;0,311111111;59;172;0,238194444;237;488;0,3375;0,342361111;109;145;0,522222222;195;301;496;88;96;47;101;189;760;easonta01
140;Anthony Edwards;SG;21;MIN;79;79;2842;707;1541;0,31875;213;578;0,25625;494;963;0,35625;0,366666667;319;422;0,525;47;411;458;350;125;58;259;186;1946;edwaran01
141;Kessler Edwards;SF;22;SAC;36;4;385;36;93;0,26875;17;55;0,214583333;19;38;00.05;0,331944444;11;15;0,509027778;23;38;61;23;14;6;13;40;100;edwarke02
142;Keon Ellis;SG;23;SAC;16;0;71;7;16;0,304166667;6;12;00.05;1;4;00.25;0,434027778;4;7;0,396527778;4;4;8;6;5;1;1;10;24;elliske01
143;Joel Embiid;C;28;PHI;66;66;2284;728;1328;0,380555556;66;200;00.33;662;1128;0,407638889;0,397916667;661;771;0,595138889;113;557;670;274;66;112;226;205;2183;embiijo01
144;Drew Eubanks;C;25;POR;78;28;1584;214;334;0,445138889;7;18;0,270138889;207;316;0,454861111;0,452083333;83;125;0,461111111;132;286;418;103;40;102;67;169;518;eubandr01
145;Bruno Fernando;C;24;ATL;39;4;405;59;112;0,365972222;0;4;0;59;108;0,379166667;0,365972222;35;50;00.07;54;83;137;31;6;34;25;74;153;fernabr01
146;Dorian Finney-Smith;PF;29;BRK;66;66;2009;196;501;0,271527778;114;338;0,234027778;82;163;0,349305556;0,350694444;45;59;0,529861111;114;202;316;100;55;36;62;144;551;finnedo01
147;Malachi Flynn;PG;24;TOR;53;2;691;87;242;00.36;47;133;0,245138889;40;109;0,254861111;0,317361111;25;33;0,526388889;15;61;76;70;21;4;25;65;246;flynnma01
148;Simone Fontecchio;SF;27;UTA;52;6;766;115;312;0,25625;63;191;00.33;52;121;00.43;00.47;35;44;0,552083333;31;55;86;42;15;8;39;62;328;fontesi01
149;Bryn Forbes;SG;29;MIN;25;0;268;30;83;0,250694444;14;46;0,211111111;16;37;0,3;0,309722222;15;15;1;4;11;15;17;7;2;12;22;89;forbebr01
150;Trent Forrest;SG;24;ATL;23;3;277;25;60;0,289583333;0;2;0;25;58;0,299305556;0,289583333;2;3;0,463194444;5;32;37;38;7;2;15;17;52;forretr01
151;Michael Foster Jr.;PF;20;PHI;1;0;1;0;0;;0;0;;0;0;;;0;0;;0;0;0;0;0;0;0;0;0;fostemi02
152;Evan Fournier;SG;30;NYK;27;7;459;56;166;0,234027778;35;114;0,213194444;21;52;0,280555556;0,307638889;18;21;0,595138889;4;45;49;36;16;3;22;46;165;fournev01
153;De'Aaron Fox;PG;25;SAC;73;73;2435;682;1331;0,355555556;119;367;0,225;563;964;0,405555556;0,386805556;343;440;0,054166667;40;266;306;447;83;23;181;172;1826;foxde01
154;Markelle Fultz;PG;24;ORL;60;60;1778;349;679;0,356944444;27;87;00.31;322;592;0,377777778;0,370833333;112;143;0,54375;69;165;234;341;87;26;139;131;837;fultzma01
155;Wenyen Gabriel;C;25;LAL;68;2;1024;155;260;0,413888889;10;36;0,193055556;145;224;0,449305556;0,427083333;52;84;0,429861111;116;170;286;36;26;35;46;144;372;gabriwe01
156;Daniel Gafford;C;24;WAS;78;47;1604;289;395;0,508333333;0;0;;289;395;0,508333333;0,508333333;127;187;0,471527778;163;270;433;84;33;99;85;187;705;gaffoda01
157;Darius Garland;PG;23;CLE;69;69;2447;522;1129;0,320833333;169;412;00.41;353;717;0,341666667;0,372916667;277;321;0,599305556;28;157;185;538;85;9;199;148;1490;garlada01
158;Usman Garuba;C;20;HOU;75;1;970;86;177;0,3375;24;59;0,282638889;62;118;0,364583333;0,384722222;29;47;0,428472222;120;187;307;64;44;29;47;135;225;garubus01
159;Luka Garza;C;24;MIN;28;0;243;63;116;0,377083333;14;39;0,249305556;49;77;0,441666667;0,41875;41;52;0,547222222;33;30;63;18;3;2;14;43;181;garzalu01
160;Rudy Gay;PF;36;UTA;56;0;816;109;287;00.38;33;130;0,176388889;76;157;0,336111111;0,303472222;42;49;0,595138889;33;130;163;57;19;18;37;68;293;gayru01
161;Paul George;SF;32;LAC;56;56;1939;459;1004;0,317361111;158;426;0,257638889;301;578;0,361805556;0,372222222;256;294;0,604861111;45;297;342;288;83;20;176;159;1332;georgpa01
162;Taj Gibson;C;37;WAS;49;2;480;65;125;00.52;8;24;0,23125;57;101;0,391666667;0,383333333;30;42;0,495833333;32;61;93;34;15;12;26;84;168;gibsota01
163;Josh Giddey;PF;20;OKC;76;76;2367;539;1118;0,334722222;76;234;0,225694444;463;884;0,363888889;0,358333333;106;145;0,507638889;148;451;599;469;57;31;211;143;1260;giddejo01
164;Shai Gilgeous-Alexander;PG;24;OKC;68;68;2416;704;1381;00.51;58;168;0,239583333;646;1213;0,370138889;0,36875;669;739;0,628472222;59;270;329;371;112;65;192;192;2135;gilgesh01
165;Anthony Gill;PF;30;WAS;59;8;624;71;132;0,373611111;4;29;0,095833333;67;103;0,045138889;0,384027778;49;67;0,507638889;37;62;99;34;7;12;15;70;195;gillan01
166;Jacob Gilyard;PG;24;MEM;1;0;41;1;3;0,23125;1;3;0,23125;0;0;;00.05;0;0;;0;4;4;7;3;0;2;3;3;gilyaja01
167;Rudy Gobert;C;30;MIN;70;70;2148;360;546;0,457638889;0;3;0;360;543;0,460416667;0,457638889;219;340;0,447222222;231;583;814;87;56;95;122;210;939;goberru01
168;Jordan Goodwin;PG;24;WAS;62;7;1106;158;353;0,311111111;38;118;0,223611111;120;235;0,354861111;0,347916667;53;69;0,533333333;57;148;205;168;58;26;57;95;407;goodwjo01
169;Aaron Gordon;PF;27;DEN;68;68;2055;429;761;0,391666667;60;173;0,240972222;369;588;0,436111111;0,41875;191;314;0,422222222;164;282;446;203;54;51;98;129;1109;gordoaa01
170;Eric Gordon;SG;34;LAC;69;58;1965;291;653;0,309722222;132;356;0,257638889;159;297;0,371527778;0,379861111;142;173;0,570138889;16;118;134;183;43;25;104;78;856;gordoer01
171;Devonte' Graham;PG;27;SAS;73;8;1338;161;431;0,259722222;119;338;0,244444444;42;93;0,313888889;0,355555556;98;131;0,519444444;19;103;122;196;45;16;53;79;539;grahade01
172;Jerami Grant;PF;28;POR;63;63;2246;434;913;0,329861111;144;359;0,278472222;290;554;0,363194444;0,384722222;278;342;0,564583333;53;230;283;150;51;53;116;152;1290;grantje01
173;RaiQuan Gray;PF;23;BRK;1;0;35;6;12;00.05;2;5;00.04;4;7;0,396527778;0,404861111;2;2;1;3;6;9;7;0;1;4;5;16;grayra01
174;A.J. Green;SG;23;MIL;35;1;345;53;125;0,294444444;44;105;0,290972222;9;20;00.45;00.06;4;4;1;6;39;45;22;6;0;9;31;154;greenaj01
175;Danny Green;SG;35;CLE;11;0;138;22;49;0,311805556;16;37;0,3;6;12;00.05;0,425;1;1;1;3;11;14;6;6;3;10;16;61;greenda02
176;Draymond Green;PF;32;GSW;73;73;2297;250;474;0,365972222;40;131;0,211805556;210;343;0,425;00.57;77;108;0,495138889;66;459;525;500;74;60;204;229;617;greendr01
177;Jalen Green;SG;20;HOU;76;76;2602;566;1359;0,288888889;187;554;0,234722222;379;805;0,327083333;0,336805556;364;463;0,545833333;43;241;284;281;59;18;200;131;1683;greenja05
178;JaMychal Green;PF;32;GSW;57;1;797;136;252;00.54;42;111;0,2625;94;141;0,463194444;0,432638889;52;67;0,538888889;72;133;205;51;25;23;52;105;366;greenja01
179;Javonte Green;SF;29;CHI;32;1;480;61;108;0,392361111;13;35;0,257638889;48;73;0,456944444;0,434027778;30;45;0,463194444;27;61;88;23;24;21;20;52;165;greenja02
180;Jeff Green;PF;36;DEN;56;4;1091;160;328;0,338888889;30;104;0,2;130;224;00.58;0,370833333;87;117;0,516666667;38;106;144;69;18;17;46;99;437;greenje02
181;Josh Green;SG;22;DAL;60;21;1539;205;382;0,372916667;68;169;0,279166667;137;213;0,446527778;0,434722222;68;94;0,502083333;55;127;182;103;42;5;72;156;546;greenjo02
182;AJ Griffin;SF;19;ATL;72;12;1401;248;533;0,322916667;101;259;00.39;147;274;0,372222222;00.56;42;47;0,620833333;37;116;153;73;42;12;42;87;639;griffaj01
183;Blake Griffin;C;33;BOS;41;16;569;63;130;0,336805556;23;66;0,241666667;40;64;0,434027778;0,397916667;21;32;0,455555556;47;108;155;61;14;9;22;75;170;griffbl01
184;Quentin Grimes;SG;22;NYK;71;66;2121;282;602;0,325;157;407;0,268055556;125;195;0,445138889;0,415972222;78;98;0,552777778;49;180;229;150;47;26;69;177;799;grimequ01
185;Rui Hachimura;PF;24;LAL;63;9;1466;284;584;0,3375;51;160;0,221527778;233;424;00.55;00.53;88;119;0,513194444;53;230;283;58;19;26;53;72;707;hachiru01
186;Tyrese Haliburton;PG;22;IND;56;56;1883;412;841;00.49;161;402;00.04;251;439;0,397222222;0,406944444;175;201;0,604861111;33;172;205;585;91;25;141;69;1160;halibty01
187;Jordan Hall;SF;21;SAS;9;0;83;9;28;0,222916667;3;15;00.02;6;13;0,320833333;0,260416667;7;9;0,540277778;3;9;12;11;1;0;7;6;28;halljo02
188;R.J. Hampton;SG;21;DET;47;3;750;102;237;00.43;41;116;0,245138889;61;121;0,35;0,359027778;57;76;0,052083333;18;69;87;54;27;9;42;51;302;hamptrj01
189;Tim Hardaway Jr.;SF;30;DAL;71;45;2152;340;847;0,278472222;212;550;0,267361111;128;297;0,299305556;0,365972222;127;165;0,053472222;21;230;251;129;49;12;60;120;1019;hardati02
190;James Harden;PG;33;PHI;58;58;2135;371;842;0,30625;161;418;0,267361111;210;424;0,34375;0,372222222;313;361;0,602083333;40;314;354;618;71;31;195;112;1216;hardeja01
191;Jaden Hardy;SG;20;DAL;48;5;708;146;333;0,304166667;63;156;0,280555556;83;177;0,325694444;0,370138889;65;79;0,571527778;11;78;89;65;17;7;46;64;420;hardyja02
192;Ron Harper Jr.;PF;22;TOR;9;0;48;8;16;00.05;3;9;0,23125;5;7;0,495833333;0,4125;1;1;1;3;4;7;4;0;1;0;3;20;harpero02
193;Montrezl Harrell;C;29;PHI;57;7;681;125;209;0,415277778;0;6;0;125;203;0,427777778;0,415277778;70;101;0,48125;67;92;159;33;17;25;35;75;320;harremo01
194;Gary Harris;SG;28;ORL;48;42;1184;138;307;00.45;94;218;0,299305556;44;89;0,343055556;0,41875;27;30;00.09;21;77;98;59;45;12;28;93;397;harriga01
195;Joe Harris;SF;31;BRK;74;33;1527;201;440;0,317361111;142;333;0,295833333;59;107;0,382638889;0,429166667;18;28;0,446527778;23;141;164;101;34;13;41;140;562;harrijo01
196;Kevon Harris;SG;25;ORL;34;0;457;47;107;0,304861111;16;43;0,258333333;31;64;0,336111111;0,356944444;31;41;0,525;28;42;70;16;17;5;21;53;141;harrike01
197;Tobias Harris;SF;30;PHI;74;74;2436;423;845;0,347916667;126;324;0,270138889;297;521;00.57;0,399305556;113;129;0,608333333;67;357;424;186;68;40;89;149;1085;harrito02
198;Shaquille Harrison;SG;29;POR;5;0;120;15;36;0,289583333;3;10;00.03;12;26;0,320833333;0,318055556;11;15;0,509027778;1;21;22;30;11;2;6;12;44;harrish01
199;Josh Hart;SF;27;NYK;76;52;2454;275;520;0,367361111;61;164;0,258333333;214;356;0,417361111;0,408333333;132;176;0,052083333;142;451;593;290;88;21;117;195;743;hartjo01
200;Isaiah Hartenstein;C;24;NYK;82;8;1626;175;327;0,371527778;8;37;0,15;167;290;0,4;0,379861111;48;71;0,469444444;209;327;536;102;53;64;66;213;406;harteis01
201;Udonis Haslem;C;42;MIA;7;1;71;10;29;0,239583333;3;9;0,23125;7;20;00.35;0,275694444;4;5;00.08;4;7;11;0;1;2;1;11;27;hasleud01
202;Sam Hauser;SF;25;BOS;80;8;1290;180;396;0,315972222;140;335;0,290277778;40;61;0,455555556;0,438194444;12;17;0,490277778;35;169;204;71;29;21;30;99;512;hausesa01
203;Jaxson Hayes;C;22;NOP;47;2;610;86;156;0,382638889;3;29;0,071527778;83;127;0,454166667;0,389583333;58;83;0,485416667;39;93;132;34;20;19;31;67;233;hayesja02
204;Killian Hayes;PG;21;DET;76;56;2154;307;815;0,261805556;80;286;00.28;227;529;0,297916667;0,295833333;92;112;0,570138889;28;193;221;470;104;28;173;219;786;hayeski01
205;Gordon Hayward;SF;32;CHO;50;50;1577;276;581;0,329861111;52;160;0,225694444;224;421;0,369444444;00.52;129;159;0,563194444;33;182;215;206;42;12;99;70;733;haywago01
206;Juancho HernangÃ³mez;PF;27;TOR;42;10;614;48;114;0,292361111;17;67;0,176388889;31;47;0,045833333;0,344444444;9;16;0,390972222;27;96;123;25;16;6;15;43;122;hernaju01
207;Willy HernangÃ³mez;C;28;NOP;38;2;458;89;169;0,365972222;3;11;0,189583333;86;158;0,377777778;0,372222222;81;104;0,540972222;58;122;180;33;17;13;39;64;262;hernawi01
208;Tyler Herro;SG;23;MIA;67;67;2337;487;1109;0,304861111;203;537;0,2625;284;572;0,345138889;0,36875;170;182;0,648611111;27;333;360;280;51;16;158;101;1347;herroty01
209;Buddy Hield;SF;30;IND;80;73;2482;475;1038;0,318055556;288;677;0,295138889;187;361;0,359722222;0,413888889;106;129;0,570833333;67;333;400;225;92;26;139;156;1344;hieldbu01
210;Haywood Highsmith;PF;26;MIA;54;11;969;93;216;0,299305556;37;109;0,235416667;56;107;0,363194444;0,358333333;13;28;0,322222222;57;131;188;43;36;17;45;82;236;highsha01
211;George Hill;PG-SG;36;IND;46;1;834;78;166;00.47;34;95;0,248611111;44;71;0,043055556;0,397222222;42;55;0,530555556;15;70;85;110;26;6;34;55;232;hillge01
212;Malcolm Hill;SF;27;CHI;5;0;9;2;4;00.05;1;3;0,23125;1;1;1;0,434027778;0;0;;0;3;3;0;0;0;0;1;5;hillma01
213;Aaron Holiday;PG;26;ATL;63;6;845;92;220;0,290277778;36;88;0,284027778;56;132;0,294444444;00.05;27;32;0,586111111;25;49;74;89;37;12;36;79;247;holidaa01
214;Jrue Holiday;PG;32;MIL;67;65;2183;490;1023;0,332638889;158;411;0,266666667;332;612;0,376388889;0,386111111;152;177;0,596527778;79;262;341;495;79;25;197;116;1290;holidjr01
215;Justin Holiday;SF;33;DAL;46;2;706;77;204;0,261805556;46;143;0,223611111;31;61;0,352777778;00.49;5;8;0,434027778;5;50;55;41;19;19;22;68;205;holidju01
216;Richaun Holmes;C;29;SAC;42;1;348;55;89;0,429166667;5;8;0,434027778;50;81;0,428472222;0,448611111;15;19;0,547916667;29;51;80;9;3;11;14;50;130;holmeri01
217;Al Horford;C;36;BOS;63;63;1922;228;479;0,330555556;145;325;0,309722222;83;154;0,374305556;0,435416667;15;21;0,495833333;73;317;390;189;30;61;37;121;616;horfoal01
218;Talen Horton-Tucker;SG;22;UTA;65;20;1313;257;613;0,290972222;58;203;0,198611111;199;410;0,336805556;0,324305556;126;168;0,052083333;41;169;210;246;41;29;126;108;698;hortota01
219;Danuel House Jr.;SF;29;PHI;56;5;807;93;197;0,327777778;37;110;0,233333333;56;87;0,447222222;0,393055556;45;60;0,052083333;9;85;94;44;14;9;26;69;268;houseda01
220;Caleb Houstan;SF;20;ORL;51;4;812;66;182;0,252083333;46;136;0,234722222;20;46;0,302083333;0,339583333;15;18;0,578472222;34;65;99;30;12;7;18;63;193;houstca01
221;Trevor Hudgins;PG;23;HOU;5;0;28;2;9;0,154166667;2;8;00.25;0;1;0;0,23125;3;3;1;0;0;0;3;0;0;1;1;9;hudgitr01
222;Kevin Huerter;SG;24;SAC;75;75;2203;420;866;0,336805556;205;510;0,279166667;215;356;0,419444444;0,41875;95;131;0,503472222;42;209;251;221;80;24;97;181;1140;huertke01
223;Jay Huff;C;24;WAS;7;0;95;15;25;00.06;6;12;00.05;9;13;0,480555556;0,05;15;16;0,651388889;6;15;21;10;3;4;5;15;51;huffja01
224;De'Andre Hunter;SF;25;ATL;67;67;2126;379;822;0,320138889;100;286;00.35;279;536;0,361805556;0,3625;171;207;0,573611111;46;238;284;94;35;17;82;199;1029;huntede01
225;Bones Hyland;PG;22;LAC;56;1;1085;228;571;0,277083333;117;315;0,257638889;111;256;0,301388889;0,348611111;86;102;0,585416667;20;115;135;172;39;15;82;96;659;hylanbo01
226;Serge Ibaka;C;33;MIL;16;0;185;26;54;0,334027778;6;18;0,23125;20;36;0,386111111;0,372916667;8;13;0,427083333;15;29;44;4;2;7;11;23;66;ibakase01
227;Andre Iguodala;PF;39;GSW;8;0;113;7;15;0,324305556;1;9;0,077083333;6;6;1;00.05;2;3;0,463194444;3;14;17;19;4;3;9;11;17;iguodan01
228;Joe Ingles;SF;35;MIL;46;0;1044;108;248;0,302083333;83;203;0,284027778;25;45;0,386111111;0,41875;18;21;0,595138889;13;115;128;150;33;6;55;74;317;inglejo01
229;Brandon Ingram;SF;25;NOP;45;45;1538;404;835;0,336111111;64;164;00.39;340;671;0,352083333;0,3625;240;272;0,6125;23;223;246;262;32;19;148;116;1112;ingrabr01
230;Kyrie Irving;PG-SG;30;DAL;60;60;2241;594;1203;0,343055556;188;496;0,263194444;406;707;0,398611111;0,397222222;247;273;0,628472222;59;245;304;331;66;45;128;165;1623;irvinky01
231;Jonathan Isaac;PF;25;ORL;11;0;124;22;53;0,288194444;6;15;00.04;16;38;0,292361111;0,327777778;5;9;0,386111111;15;29;44;6;14;4;4;5;55;isaacjo01
232;Jaden Ivey;SG;20;DET;74;73;2304;409;983;0,288888889;120;350;0,238194444;289;633;0,317361111;0,33125;266;356;0,51875;73;215;288;387;61;17;237;242;1204;iveyja01
233;Frank Jackson;PG;24;UTA;1;0;5;0;3;0;0;1;0;0;2;0;0;0;0;;1;1;2;1;0;0;0;0;0;jacksfr01
234;Isaiah Jackson;C;21;IND;63;12;1042;179;318;0,390972222;2;14;0,099305556;177;304;0,404166667;0,393055556;95;146;0,452083333;113;169;282;51;31;93;51;154;455;jacksis01
235;Jaren Jackson Jr.;C;23;MEM;63;63;1787;416;822;0,351388889;100;282;0,246527778;316;540;0,40625;0,39375;241;306;0,547222222;108;318;426;60;65;189;107;227;1173;jacksja02
236;Justin Jackson;SF;27;BOS;23;0;107;7;27;0,179861111;5;20;00.25;2;7;0,198611111;0,244444444;1;2;00.05;2;15;17;9;4;4;2;7;20;jacksju01
237;Quenton Jackson;PG;24;WAS;9;0;135;19;42;0,313888889;1;12;0.083;18;30;00.06;0,322222222;17;22;0,536805556;2;6;8;15;4;1;4;10;56;jacksqu01
238;Reggie Jackson;PG;32;DEN;68;40;1657;263;640;0,285416667;96;288;0,23125;167;352;0,329166667;0,3375;71;78;0,063194444;25;119;144;233;47;6;115;114;693;jacksre01
239;LeBron James;PF;38;LAL;55;54;1954;609;1219;00.05;121;377;0,222916667;488;842;00.58;0,38125;251;327;0,533333333;65;392;457;375;50;32;178;88;1590;jamesle01
240;Ty Jerome;SG;25;GSW;45;2;816;118;242;0,338888889;35;90;0,270138889;83;152;0,379166667;00.56;38;41;0,64375;7;71;78;135;23;5;30;64;309;jeromty01
241;Isaiah Joe;SG;23;OKC;73;10;1395;224;508;0,30625;161;394;0,284027778;63;114;0,384027778;0,415972222;82;100;0,056944444;27;148;175;88;48;8;39;105;691;joeis01
242;Alize Johnson;PF;26;SAS;4;0;30;3;6;00.05;0;2;0;3;4;0,052083333;00.05;1;2;00.05;2;8;10;1;1;0;4;3;7;johnsal02
243;Cameron Johnson;PF;26;BRK;42;41;1199;223;474;00.47;103;255;0,280555556;120;219;0,380555556;0,402083333;101;120;0,584722222;34;151;185;78;50;14;37;83;650;johnsca02
244;Jalen Johnson;SF;21;ATL;70;6;1042;158;322;0,340972222;30;104;0,2;128;218;0,407638889;0,372916667;49;78;0,436111111;51;231;282;83;38;34;41;113;395;johnsja05
245;James Johnson;PF;35;IND;18;1;162;22;49;0,311805556;3;15;00.02;19;34;0,388194444;00.48;4;8;00.05;4;26;30;15;7;6;8;32;51;johnsja01
246;Keldon Johnson;SF;23;SAS;63;63;2063;503;1113;0,313888889;134;407;0,228472222;369;706;0,363194444;0,355555556;245;327;0,520138889;56;262;318;183;46;11;134;125;1385;johnske04
247;Keon Johnson;SG;20;POR;40;0;416;67;178;0,261111111;28;81;0,240277778;39;97;0,279166667;0,315972222;27;41;0,457638889;11;33;44;59;19;6;43;43;189;johnske07
248;Stanley Johnson;SF;26;SAS;30;0;469;65;122;0,370138889;18;40;00.45;47;82;0,397916667;0,421527778;26;39;0,463194444;22;73;95;67;16;6;33;48;174;johnsst04
249;Nikola Joki_ ;C;27;DEN;69;69;2323;646;1022;0,438888889;57;149;0,265972222;589;873;0,46875;0,045833333;341;415;0,570833333;167;650;817;678;87;47;247;174;1690;jokicni01
250;Carlik Jones;PG;25;CHI;7;0;56;6;15;00.04;3;6;00.05;3;9;0,23125;00.05;5;8;0,434027778;1;4;5;6;2;0;2;2;20;jonesca03
251;Damian Jones;C;27;UTA;41;1;477;55;86;0,044444444;10;17;0,408333333;45;69;0,452777778;0,484722222;22;29;0,527083333;42;80;122;15;8;21;23;55;142;jonesda03
252;Derrick Jones Jr.;PF;25;CHI;64;0;893;115;230;00.05;27;80;0,234722222;88;150;0,407638889;0,388194444;62;84;0,5125;60;93;153;34;29;37;25;86;319;jonesde02
253;Herbert Jones;PF;24;NOP;66;66;1951;235;501;0,325694444;56;167;0,232638889;179;334;0,372222222;0,364583333;123;161;0,530555556;97;172;269;162;103;42;88;208;649;joneshe01
254;Kai Jones;C;22;CHO;46;0;550;67;120;0,3875;4;19;0,146527778;63;101;0,433333333;0,399305556;19;26;0,507638889;37;86;123;15;17;30;31;65;157;joneska01
255;Tre Jones;PG;23;SAS;68;65;1984;341;743;0,31875;45;158;0,197916667;296;585;0,351388889;0,339583333;148;172;0,059722222;56;189;245;448;89;9;110;98;875;jonestr01
256;Tyus Jones;PG;26;MEM;80;22;1940;311;710;0,304166667;121;326;0,257638889;190;384;0,34375;0,363194444;80;100;00.08;28;172;200;417;83;6;74;32;823;jonesty01
257;DeAndre Jordan;C;34;DEN;39;8;586;88;115;0,53125;1;1;1;87;114;0,529861111;0,053472222;22;48;0,318055556;52;150;202;34;12;23;48;71;199;jordade01
258;Cory Joseph;PG;31;DET;62;2;1227;150;351;0,296527778;70;180;0,270138889;80;171;0,325;0,365972222;57;72;0,55;21;85;106;217;34;9;56;88;427;josepco01
259;Nikola Joki_ ;PF;19;MIA;15;8;204;28;69;0,281944444;8;35;0,159027778;20;34;0,408333333;0,322222222;18;19;0,657638889;9;22;31;10;7;2;10;19;82;jovicni01
260;Johnny Juzang;SG;21;UTA;18;0;232;35;104;0,234027778;15;63;0,165277778;20;41;0,338888889;0,284027778;2;4;00.05;8;31;39;8;4;3;3;13;87;juzanjo01
261;Mfiondu Kabengele;PF;25;BOS;4;0;36;2;7;0,198611111;0;3;0;2;4;00.05;0,198611111;2;2;1;5;5;10;0;2;0;1;3;6;kabenmf01
262;Frank Kaminsky;C;29;HOU;36;0;235;31;63;0,341666667;13;33;0,273611111;18;30;00.06;0,413194444;14;16;0,607638889;7;45;52;32;6;4;9;22;89;kaminfr01
263;Trevor Keels;SG;19;NYK;3;0;8;1;4;00.25;1;4;00.25;0;0;;0,260416667;0;0;;0;2;2;0;0;0;0;0;3;keelstr01
264;Luke Kennard;SG;26;MEM;59;14;1315;188;382;0,341666667;133;269;0,343055556;55;113;0,338194444;0,4625;37;39;0,659027778;15;143;158;91;32;5;46;82;546;kennalu01
265;Walker Kessler;C;21;UTA;74;40;1703;298;414;0,05;1;3;0,23125;297;411;0,502083333;0,500694444;82;159;0,358333333;231;389;620;69;26;173;58;169;679;kesslwa01
266;Braxton Key;SF;25;DET;3;0;9;1;1;1;0;0;;1;1;1;1;2;2;1;0;1;1;0;0;0;0;0;4;keybr01
267;Louis King;PF;23;PHI;1;0;29;8;13;0,427083333;4;8;00.05;4;5;00.08;0,534027778;0;1;0;2;2;4;2;1;0;2;4;20;kinglo02
268;Corey Kispert;SF;23;WAS;74;45;2093;291;585;0,345138889;163;384;0,294444444;128;201;0,442361111;0,442361111;75;88;0,591666667;33;174;207;87;32;9;55;97;820;kispeco01
269;Maxi Kleber;PF;31;DAL;37;5;930;77;169;0,316666667;39;112;0,241666667;38;57;0,463194444;0,396527778;27;38;0,49375;30;105;135;52;12;30;27;85;220;klebima01
270;Nathan Knight;C;25;MIN;38;0;291;46;81;0,394444444;8;22;0,252777778;38;59;0,447222222;0,428472222;39;57;0,475;22;34;56;13;10;6;21;41;139;knighna01
